x,x_se_1step_sto_var0,x_se_1step_sto_var1,x_se_1step_sto_vecm,xf_1step_det_var0,xf_1step_det_var1,xf_1step_det_vecm,xf_1step_sto_var0,xf_1step_sto_var1,xf_1step_sto_vecm,y,y_se_1step_sto_var0,y_se_1step_sto_var1,y_se_1step_sto_vecm,yf_1step_det_var0,yf_1step_det_var1,yf_1step_det_vecm,yf_1step_sto_var0,yf_1step_sto_var1,yf_1step_sto_vecm
-4.420916323,#N/A,#N/A,#N/A,-4.420916323,-4.420916323,-4.420916323,-4.420916323,-4.420916323,-4.420916323,-3.542601937,#N/A,#N/A,#N/A,-3.542601937,-3.542601937,-3.542601937,-3.542601937,-3.542601937,-3.542601937
-4.841350996,#N/A,#N/A,#N/A,-4.841350996,-4.841350996,-4.841350996,-4.841350996,-4.841350996,-4.841350996,-4.110495895,#N/A,#N/A,#N/A,-4.110495895,-4.110495895,-4.110495895,-4.110495895,-4.110495895,-4.110495895
-6.338352284,#N/A,#N/A,#N/A,-6.338352284,-6.338352284,-6.338352284,-6.338352284,-6.338352284,-6.338352284,-5.212356008,#N/A,#N/A,#N/A,-5.212356008,-5.212356008,-5.212356008,-5.212356008,-5.212356008,-5.212356008
-6.930155009,#N/A,#N/A,#N/A,-6.930155009,-6.930155009,-6.930155009,-6.930155009,-6.930155009,-6.930155009,-4.281236467,#N/A,#N/A,#N/A,-4.281236467,-4.281236467,-4.281236467,-4.281236467,-4.281236467,-4.281236467
-5.144593585,#N/A,#N/A,#N/A,-5.144593585,-5.144593585,-5.144593585,-5.144593585,-5.144593585,-5.144593585,-3.886524458,#N/A,#N/A,#N/A,-3.886524458,-3.886524458,-3.886524458,-3.886524458,-3.886524458,-3.886524458
-4.724858278,#N/A,#N/A,#N/A,-4.724858278,-4.724858278,-4.724858278,-4.724858278,-4.724858278,-4.724858278,-2.955760315,#N/A,#N/A,#N/A,-2.955760315,-2.955760315,-2.955760315,-2.955760315,-2.955760315,-2.955760315
-4.337375682,#N/A,#N/A,#N/A,-4.337375682,-4.337375682,-4.337375682,-4.337375682,-4.337375682,-4.337375682,-2.034235123,#N/A,#N/A,#N/A,-2.034235123,-2.034235123,-2.034235123,-2.034235123,-2.034235123,-2.034235123
-3.126021775,#N/A,#N/A,#N/A,-3.126021775,-3.126021775,-3.126021775,-3.126021775,-3.126021775,-3.126021775,-2.832414083,#N/A,#N/A,#N/A,-2.832414083,-2.832414083,-2.832414083,-2.832414083,-2.832414083,-2.832414083
-6.528266715,#N/A,#N/A,#N/A,-6.528266715,-6.528266715,-6.528266715,-6.528266715,-6.528266715,-6.528266715,-5.438590022,#N/A,#N/A,#N/A,-5.438590022,-5.438590022,-5.438590022,-5.438590022,-5.438590022,-5.438590022
-5.303395634,#N/A,#N/A,#N/A,-5.303395634,-5.303395634,-5.303395634,-5.303395634,-5.303395634,-5.303395634,-4.292230694,#N/A,#N/A,#N/A,-4.292230694,-4.292230694,-4.292230694,-4.292230694,-4.292230694,-4.292230694
-6.722150927,#N/A,#N/A,#N/A,-6.722150927,-6.722150927,-6.722150927,-6.722150927,-6.722150927,-6.722150927,-5.393513764,#N/A,#N/A,#N/A,-5.393513764,-5.393513764,-5.393513764,-5.393513764,-5.393513764,-5.393513764
-4.745529133,#N/A,#N/A,#N/A,-4.745529133,-4.745529133,-4.745529133,-4.745529133,-4.745529133,-4.745529133,-4.373823818,#N/A,#N/A,#N/A,-4.373823818,-4.373823818,-4.373823818,-4.373823818,-4.373823818,-4.373823818
-4.597745191,#N/A,#N/A,#N/A,-4.597745191,-4.597745191,-4.597745191,-4.597745191,-4.597745191,-4.597745191,-4.077153655,#N/A,#N/A,#N/A,-4.077153655,-4.077153655,-4.077153655,-4.077153655,-4.077153655,-4.077153655
-2.88549747,#N/A,#N/A,#N/A,-2.88549747,-2.88549747,-2.88549747,-2.88549747,-2.88549747,-2.88549747,-3.594029935,#N/A,#N/A,#N/A,-3.594029935,-3.594029935,-3.594029935,-3.594029935,-3.594029935,-3.594029935
-6.43128569,#N/A,#N/A,#N/A,-6.43128569,-6.43128569,-6.43128569,-6.43128569,-6.43128569,-6.43128569,-5.359034643,#N/A,#N/A,#N/A,-5.359034643,-5.359034643,-5.359034643,-5.359034643,-5.359034643,-5.359034643
-6.627540483,#N/A,#N/A,#N/A,-6.627540483,-6.627540483,-6.627540483,-6.627540483,-6.627540483,-6.627540483,-6.636825505,#N/A,#N/A,#N/A,-6.636825505,-6.636825505,-6.636825505,-6.636825505,-6.636825505,-6.636825505
-6.371046797,#N/A,#N/A,#N/A,-6.371046797,-6.371046797,-6.371046797,-6.371046797,-6.371046797,-6.371046797,-9.084296977,#N/A,#N/A,#N/A,-9.084296977,-9.084296977,-9.084296977,-9.084296977,-9.084296977,-9.084296977
-6.996690758,#N/A,#N/A,#N/A,-6.996690758,-6.996690758,-6.996690758,-6.996690758,-6.996690758,-6.996690758,-7.655403245,#N/A,#N/A,#N/A,-7.655403245,-7.655403245,-7.655403245,-7.655403245,-7.655403245,-7.655403245
-7.572230189,#N/A,#N/A,#N/A,-7.572230189,-7.572230189,-7.572230189,-7.572230189,-7.572230189,-7.572230189,-7.607718497,#N/A,#N/A,#N/A,-7.607718497,-7.607718497,-7.607718497,-7.607718497,-7.607718497,-7.607718497
-8.37221607,#N/A,#N/A,#N/A,-8.37221607,-8.37221607,-8.37221607,-8.37221607,-8.37221607,-8.37221607,-6.554013686,#N/A,#N/A,#N/A,-6.554013686,-6.554013686,-6.554013686,-6.554013686,-6.554013686,-6.554013686
-4.318518379,#N/A,#N/A,#N/A,-4.318518379,-4.318518379,-4.318518379,-4.318518379,-4.318518379,-4.318518379,-3.995276557,#N/A,#N/A,#N/A,-3.995276557,-3.995276557,-3.995276557,-3.995276557,-3.995276557,-3.995276557
-5.554923145,#N/A,#N/A,#N/A,-5.554923145,-5.554923145,-5.554923145,-5.554923145,-5.554923145,-5.554923145,-5.568801041,#N/A,#N/A,#N/A,-5.568801041,-5.568801041,-5.568801041,-5.568801041,-5.568801041,-5.568801041
-4.763082873,#N/A,#N/A,#N/A,-4.763082873,-4.763082873,-4.763082873,-4.763082873,-4.763082873,-4.763082873,-5.225666311,#N/A,#N/A,#N/A,-5.225666311,-5.225666311,-5.225666311,-5.225666311,-5.225666311,-5.225666311
-3.265717903,#N/A,#N/A,#N/A,-3.265717903,-3.265717903,-3.265717903,-3.265717903,-3.265717903,-3.265717903,-5.193080229,#N/A,#N/A,#N/A,-5.193080229,-5.193080229,-5.193080229,-5.193080229,-5.193080229,-5.193080229
-4.828986343,#N/A,#N/A,#N/A,-4.828986343,-4.828986343,-4.828986343,-4.828986343,-4.828986343,-4.828986343,-4.23044736,#N/A,#N/A,#N/A,-4.23044736,-4.23044736,-4.23044736,-4.23044736,-4.23044736,-4.23044736
-4.709427768,#N/A,#N/A,#N/A,-4.709427768,-4.709427768,-4.709427768,-4.709427768,-4.709427768,-4.709427768,-3.483437785,#N/A,#N/A,#N/A,-3.483437785,-3.483437785,-3.483437785,-3.483437785,-3.483437785,-3.483437785
-3.471984725,#N/A,#N/A,#N/A,-3.471984725,-3.471984725,-3.471984725,-3.471984725,-3.471984725,-3.471984725,-2.5269341,#N/A,#N/A,#N/A,-2.5269341,-2.5269341,-2.5269341,-2.5269341,-2.5269341,-2.5269341
-0.178359463,#N/A,#N/A,#N/A,-0.178359463,-0.178359463,-0.178359463,-0.178359463,-0.178359463,-0.178359463,-1.642520994,#N/A,#N/A,#N/A,-1.642520994,-1.642520994,-1.642520994,-1.642520994,-1.642520994,-1.642520994
0.374043147,#N/A,#N/A,#N/A,0.374043147,0.374043147,0.374043147,0.374043147,0.374043147,0.374043147,-0.571315818,#N/A,#N/A,#N/A,-0.571315818,-0.571315818,-0.571315818,-0.571315818,-0.571315818,-0.571315818
0.746060722,#N/A,#N/A,#N/A,0.746060722,0.746060722,0.746060722,0.746060722,0.746060722,0.746060722,0.994820477,#N/A,#N/A,#N/A,0.994820477,0.994820477,0.994820477,0.994820477,0.994820477,0.994820477
-0.335440705,#N/A,#N/A,#N/A,-0.335440705,-0.335440705,-0.335440705,-0.335440705,-0.335440705,-0.335440705,-0.111142733,#N/A,#N/A,#N/A,-0.111142733,-0.111142733,-0.111142733,-0.111142733,-0.111142733,-0.111142733
-1.692811117,#N/A,#N/A,#N/A,-1.692811117,-1.692811117,-1.692811117,-1.692811117,-1.692811117,-1.692811117,-1.080896652,#N/A,#N/A,#N/A,-1.080896652,-1.080896652,-1.080896652,-1.080896652,-1.080896652,-1.080896652
-2.002309427,#N/A,#N/A,#N/A,-2.002309427,-2.002309427,-2.002309427,-2.002309427,-2.002309427,-2.002309427,-2.584353361,#N/A,#N/A,#N/A,-2.584353361,-2.584353361,-2.584353361,-2.584353361,-2.584353361,-2.584353361
-2.132921673,#N/A,#N/A,#N/A,-2.132921673,-2.132921673,-2.132921673,-2.132921673,-2.132921673,-2.132921673,-2.980298469,#N/A,#N/A,#N/A,-2.980298469,-2.980298469,-2.980298469,-2.980298469,-2.980298469,-2.980298469
-4.210096544,#N/A,#N/A,#N/A,-4.210096544,-4.210096544,-4.210096544,-4.210096544,-4.210096544,-4.210096544,-5.980726343,#N/A,#N/A,#N/A,-5.980726343,-5.980726343,-5.980726343,-5.980726343,-5.980726343,-5.980726343
-5.290286511,#N/A,#N/A,#N/A,-5.290286511,-5.290286511,-5.290286511,-5.290286511,-5.290286511,-5.290286511,-5.880598073,#N/A,#N/A,#N/A,-5.880598073,-5.880598073,-5.880598073,-5.880598073,-5.880598073,-5.880598073
-7.97618384,#N/A,#N/A,#N/A,-7.97618384,-7.97618384,-7.97618384,-7.97618384,-7.97618384,-7.97618384,-6.591485209,#N/A,#N/A,#N/A,-6.591485209,-6.591485209,-6.591485209,-6.591485209,-6.591485209,-6.591485209
-7.419530864,#N/A,#N/A,#N/A,-7.419530864,-7.419530864,-7.419530864,-7.419530864,-7.419530864,-7.419530864,-8.093812987,#N/A,#N/A,#N/A,-8.093812987,-8.093812987,-8.093812987,-8.093812987,-8.093812987,-8.093812987
-5.547119685,#N/A,#N/A,#N/A,-5.547119685,-5.547119685,-5.547119685,-5.547119685,-5.547119685,-5.547119685,-7.163225646,#N/A,#N/A,#N/A,-7.163225646,-7.163225646,-7.163225646,-7.163225646,-7.163225646,-7.163225646
-8.219374304,#N/A,#N/A,#N/A,-8.219374304,-8.219374304,-8.219374304,-8.219374304,-8.219374304,-8.219374304,-8.635842881,#N/A,#N/A,#N/A,-8.635842881,-8.635842881,-8.635842881,-8.635842881,-8.635842881,-8.635842881
-6.710809122,#N/A,#N/A,#N/A,-6.710809122,-6.710809122,-6.710809122,-6.710809122,-6.710809122,-6.710809122,-8.963438942,#N/A,#N/A,#N/A,-8.963438942,-8.963438942,-8.963438942,-8.963438942,-8.963438942,-8.963438942
-6.684684134,#N/A,#N/A,#N/A,-6.684684134,-6.684684134,-6.684684134,-6.684684134,-6.684684134,-6.684684134,-9.33456737,#N/A,#N/A,#N/A,-9.33456737,-9.33456737,-9.33456737,-9.33456737,-9.33456737,-9.33456737
-7.954403783,#N/A,#N/A,#N/A,-7.954403783,-7.954403783,-7.954403783,-7.954403783,-7.954403783,-7.954403783,-9.598134027,#N/A,#N/A,#N/A,-9.598134027,-9.598134027,-9.598134027,-9.598134027,-9.598134027,-9.598134027
-8.4567258,#N/A,#N/A,#N/A,-8.4567258,-8.4567258,-8.4567258,-8.4567258,-8.4567258,-8.4567258,-9.00239073,#N/A,#N/A,#N/A,-9.00239073,-9.00239073,-9.00239073,-9.00239073,-9.00239073,-9.00239073
-6.515243933,#N/A,#N/A,#N/A,-6.515243933,-6.515243933,-6.515243933,-6.515243933,-6.515243933,-6.515243933,-9.522861455,#N/A,#N/A,#N/A,-9.522861455,-9.522861455,-9.522861455,-9.522861455,-9.522861455,-9.522861455
-8.518650089,#N/A,#N/A,#N/A,-8.518650089,-8.518650089,-8.518650089,-8.518650089,-8.518650089,-8.518650089,-11.21191526,#N/A,#N/A,#N/A,-11.21191526,-11.21191526,-11.21191526,-11.21191526,-11.21191526,-11.21191526
-10.06355766,#N/A,#N/A,#N/A,-10.06355766,-10.06355766,-10.06355766,-10.06355766,-10.06355766,-10.06355766,-12.43524129,#N/A,#N/A,#N/A,-12.43524129,-12.43524129,-12.43524129,-12.43524129,-12.43524129,-12.43524129
-13.22488009,#N/A,#N/A,#N/A,-13.22488009,-13.22488009,-13.22488009,-13.22488009,-13.22488009,-13.22488009,-13.12557947,#N/A,#N/A,#N/A,-13.12557947,-13.12557947,-13.12557947,-13.12557947,-13.12557947,-13.12557947
-12.38911836,#N/A,#N/A,#N/A,-12.38911836,-12.38911836,-12.38911836,-12.38911836,-12.38911836,-12.38911836,-14.46075498,#N/A,#N/A,#N/A,-14.46075498,-14.46075498,-14.46075498,-14.46075498,-14.46075498,-14.46075498
-12.17436695,#N/A,#N/A,#N/A,-12.17436695,-12.17436695,-12.17436695,-12.17436695,-12.17436695,-12.17436695,-13.90001974,#N/A,#N/A,#N/A,-13.90001974,-13.90001974,-13.90001974,-13.90001974,-13.90001974,-13.90001974
-12.69917287,#N/A,#N/A,#N/A,-12.69917287,-12.69917287,-12.69917287,-12.69917287,-12.69917287,-12.69917287,-14.08071726,#N/A,#N/A,#N/A,-14.08071726,-14.08071726,-14.08071726,-14.08071726,-14.08071726,-14.08071726
-13.28503769,#N/A,#N/A,#N/A,-13.28503769,-13.28503769,-13.28503769,-13.28503769,-13.28503769,-13.28503769,-13.71643151,#N/A,#N/A,#N/A,-13.71643151,-13.71643151,-13.71643151,-13.71643151,-13.71643151,-13.71643151
-14.2474018,#N/A,#N/A,#N/A,-14.2474018,-14.2474018,-14.2474018,-14.2474018,-14.2474018,-14.2474018,-14.04441338,#N/A,#N/A,#N/A,-14.04441338,-14.04441338,-14.04441338,-14.04441338,-14.04441338,-14.04441338
-13.01026226,#N/A,#N/A,#N/A,-13.01026226,-13.01026226,-13.01026226,-13.01026226,-13.01026226,-13.01026226,-13.08134232,#N/A,#N/A,#N/A,-13.08134232,-13.08134232,-13.08134232,-13.08134232,-13.08134232,-13.08134232
-13.66289851,#N/A,#N/A,#N/A,-13.66289851,-13.66289851,-13.66289851,-13.66289851,-13.66289851,-13.66289851,-13.95464428,#N/A,#N/A,#N/A,-13.95464428,-13.95464428,-13.95464428,-13.95464428,-13.95464428,-13.95464428
-14.18321023,#N/A,#N/A,#N/A,-14.18321023,-14.18321023,-14.18321023,-14.18321023,-14.18321023,-14.18321023,-14.77528491,#N/A,#N/A,#N/A,-14.77528491,-14.77528491,-14.77528491,-14.77528491,-14.77528491,-14.77528491
-14.52442218,#N/A,#N/A,#N/A,-14.52442218,-14.52442218,-14.52442218,-14.52442218,-14.52442218,-14.52442218,-14.25422384,#N/A,#N/A,#N/A,-14.25422384,-14.25422384,-14.25422384,-14.25422384,-14.25422384,-14.25422384
-15.08171832,#N/A,#N/A,#N/A,-15.08171832,-15.08171832,-15.08171832,-15.08171832,-15.08171832,-15.08171832,-14.88796953,#N/A,#N/A,#N/A,-14.88796953,-14.88796953,-14.88796953,-14.88796953,-14.88796953,-14.88796953
-16.362251,#N/A,#N/A,#N/A,-16.362251,-16.362251,-16.362251,-16.362251,-16.362251,-16.362251,-16.42098643,#N/A,#N/A,#N/A,-16.42098643,-16.42098643,-16.42098643,-16.42098643,-16.42098643,-16.42098643
-14.60163882,#N/A,#N/A,#N/A,-14.60163882,-14.60163882,-14.60163882,-14.60163882,-14.60163882,-14.60163882,-15.49277286,#N/A,#N/A,#N/A,-15.49277286,-15.49277286,-15.49277286,-15.49277286,-15.49277286,-15.49277286
-18.13426562,#N/A,#N/A,#N/A,-18.13426562,-18.13426562,-18.13426562,-18.13426562,-18.13426562,-18.13426562,-18.25672759,#N/A,#N/A,#N/A,-18.25672759,-18.25672759,-18.25672759,-18.25672759,-18.25672759,-18.25672759
-18.49194409,#N/A,#N/A,#N/A,-18.49194409,-18.49194409,-18.49194409,-18.49194409,-18.49194409,-18.49194409,-17.74996435,#N/A,#N/A,#N/A,-17.74996435,-17.74996435,-17.74996435,-17.74996435,-17.74996435,-17.74996435
-17.83144943,#N/A,#N/A,#N/A,-17.83144943,-17.83144943,-17.83144943,-17.83144943,-17.83144943,-17.83144943,-18.13742283,#N/A,#N/A,#N/A,-18.13742283,-18.13742283,-18.13742283,-18.13742283,-18.13742283,-18.13742283
-18.66833285,#N/A,#N/A,#N/A,-18.66833285,-18.66833285,-18.66833285,-18.66833285,-18.66833285,-18.66833285,-17.95991357,#N/A,#N/A,#N/A,-17.95991357,-17.95991357,-17.95991357,-17.95991357,-17.95991357,-17.95991357
-19.44384227,#N/A,#N/A,#N/A,-19.44384227,-19.44384227,-19.44384227,-19.44384227,-19.44384227,-19.44384227,-18.26665498,#N/A,#N/A,#N/A,-18.26665498,-18.26665498,-18.26665498,-18.26665498,-18.26665498,-18.26665498
-19.91401831,#N/A,#N/A,#N/A,-19.91401831,-19.91401831,-19.91401831,-19.91401831,-19.91401831,-19.91401831,-20.17167966,#N/A,#N/A,#N/A,-20.17167966,-20.17167966,-20.17167966,-20.17167966,-20.17167966,-20.17167966
-18.25067528,#N/A,#N/A,#N/A,-18.25067528,-18.25067528,-18.25067528,-18.25067528,-18.25067528,-18.25067528,-20.17483599,#N/A,#N/A,#N/A,-20.17483599,-20.17483599,-20.17483599,-20.17483599,-20.17483599,-20.17483599
-18.98006807,#N/A,#N/A,#N/A,-18.98006807,-18.98006807,-18.98006807,-18.98006807,-18.98006807,-18.98006807,-21.09053119,#N/A,#N/A,#N/A,-21.09053119,-21.09053119,-21.09053119,-21.09053119,-21.09053119,-21.09053119
-19.40439279,#N/A,#N/A,#N/A,-19.40439279,-19.40439279,-19.40439279,-19.40439279,-19.40439279,-19.40439279,-21.06225864,#N/A,#N/A,#N/A,-21.06225864,-21.06225864,-21.06225864,-21.06225864,-21.06225864,-21.06225864
-22.14815884,#N/A,#N/A,#N/A,-22.14815884,-22.14815884,-22.14815884,-22.14815884,-22.14815884,-22.14815884,-21.41735451,#N/A,#N/A,#N/A,-21.41735451,-21.41735451,-21.41735451,-21.41735451,-21.41735451,-21.41735451
-20.34318419,#N/A,#N/A,#N/A,-20.34318419,-20.34318419,-20.34318419,-20.34318419,-20.34318419,-20.34318419,-21.70823086,#N/A,#N/A,#N/A,-21.70823086,-21.70823086,-21.70823086,-21.70823086,-21.70823086,-21.70823086
-19.55206343,#N/A,#N/A,#N/A,-19.55206343,-19.55206343,-19.55206343,-19.55206343,-19.55206343,-19.55206343,-21.51436035,#N/A,#N/A,#N/A,-21.51436035,-21.51436035,-21.51436035,-21.51436035,-21.51436035,-21.51436035
-20.00917246,#N/A,#N/A,#N/A,-20.00917246,-20.00917246,-20.00917246,-20.00917246,-20.00917246,-20.00917246,-20.13153678,#N/A,#N/A,#N/A,-20.13153678,-20.13153678,-20.13153678,-20.13153678,-20.13153678,-20.13153678
-20.65369183,#N/A,#N/A,#N/A,-20.65369183,-20.65369183,-20.65369183,-20.65369183,-20.65369183,-20.65369183,-20.12864615,#N/A,#N/A,#N/A,-20.12864615,-20.12864615,-20.12864615,-20.12864615,-20.12864615,-20.12864615
-18.2697119,#N/A,#N/A,#N/A,-18.2697119,-18.2697119,-18.2697119,-18.2697119,-18.2697119,-18.2697119,-19.01482235,#N/A,#N/A,#N/A,-19.01482235,-19.01482235,-19.01482235,-19.01482235,-19.01482235,-19.01482235
-18.09454351,#N/A,#N/A,#N/A,-18.09454351,-18.09454351,-18.09454351,-18.09454351,-18.09454351,-18.09454351,-18.88815496,#N/A,#N/A,#N/A,-18.88815496,-18.88815496,-18.88815496,-18.88815496,-18.88815496,-18.88815496
-18.8514424,#N/A,#N/A,#N/A,-18.8514424,-18.8514424,-18.8514424,-18.8514424,-18.8514424,-18.8514424,-19.61453201,#N/A,#N/A,#N/A,-19.61453201,-19.61453201,-19.61453201,-19.61453201,-19.61453201,-19.61453201
-18.20989255,#N/A,#N/A,#N/A,-18.20989255,-18.20989255,-18.20989255,-18.20989255,-18.20989255,-18.20989255,-19.22443227,#N/A,#N/A,#N/A,-19.22443227,-19.22443227,-19.22443227,-19.22443227,-19.22443227,-19.22443227
-20.73996695,#N/A,#N/A,#N/A,-20.73996695,-20.73996695,-20.73996695,-20.73996695,-20.73996695,-20.73996695,-20.68963673,#N/A,#N/A,#N/A,-20.68963673,-20.68963673,-20.68963673,-20.68963673,-20.68963673,-20.68963673
-21.63856894,#N/A,#N/A,#N/A,-21.63856894,-21.63856894,-21.63856894,-21.63856894,-21.63856894,-21.63856894,-21.73367802,#N/A,#N/A,#N/A,-21.73367802,-21.73367802,-21.73367802,-21.73367802,-21.73367802,-21.73367802
-23.23486163,#N/A,#N/A,#N/A,-23.23486163,-23.23486163,-23.23486163,-23.23486163,-23.23486163,-23.23486163,-22.12729482,#N/A,#N/A,#N/A,-22.12729482,-22.12729482,-22.12729482,-22.12729482,-22.12729482,-22.12729482
-21.77417611,#N/A,#N/A,#N/A,-21.77417611,-21.77417611,-21.77417611,-21.77417611,-21.77417611,-21.77417611,-21.87463803,#N/A,#N/A,#N/A,-21.87463803,-21.87463803,-21.87463803,-21.87463803,-21.87463803,-21.87463803
-23.98283011,#N/A,#N/A,#N/A,-23.98283011,-23.98283011,-23.98283011,-23.98283011,-23.98283011,-23.98283011,-22.35779109,#N/A,#N/A,#N/A,-22.35779109,-22.35779109,-22.35779109,-22.35779109,-22.35779109,-22.35779109
-25.11905037,#N/A,#N/A,#N/A,-25.11905037,-25.11905037,-25.11905037,-25.11905037,-25.11905037,-25.11905037,-23.42340945,#N/A,#N/A,#N/A,-23.42340945,-23.42340945,-23.42340945,-23.42340945,-23.42340945,-23.42340945
-24.15178188,#N/A,#N/A,#N/A,-24.15178188,-24.15178188,-24.15178188,-24.15178188,-24.15178188,-24.15178188,-22.10108716,#N/A,#N/A,#N/A,-22.10108716,-22.10108716,-22.10108716,-22.10108716,-22.10108716,-22.10108716
-24.32243377,#N/A,#N/A,#N/A,-24.32243377,-24.32243377,-24.32243377,-24.32243377,-24.32243377,-24.32243377,-22.48955898,#N/A,#N/A,#N/A,-22.48955898,-22.48955898,-22.48955898,-22.48955898,-22.48955898,-22.48955898
-24.67939985,#N/A,#N/A,#N/A,-24.67939985,-24.67939985,-24.67939985,-24.67939985,-24.67939985,-24.67939985,-23.32955907,#N/A,#N/A,#N/A,-23.32955907,-23.32955907,-23.32955907,-23.32955907,-23.32955907,-23.32955907
-23.6557498,#N/A,#N/A,#N/A,-23.6557498,-23.6557498,-23.6557498,-23.6557498,-23.6557498,-23.6557498,-24.27686739,#N/A,#N/A,#N/A,-24.27686739,-24.27686739,-24.27686739,-24.27686739,-24.27686739,-24.27686739
-23.57778801,#N/A,#N/A,#N/A,-23.57778801,-23.57778801,-23.57778801,-23.57778801,-23.57778801,-23.57778801,-24.29529041,#N/A,#N/A,#N/A,-24.29529041,-24.29529041,-24.29529041,-24.29529041,-24.29529041,-24.29529041
-22.81311414,#N/A,#N/A,#N/A,-22.81311414,-22.81311414,-22.81311414,-22.81311414,-22.81311414,-22.81311414,-24.07698529,#N/A,#N/A,#N/A,-24.07698529,-24.07698529,-24.07698529,-24.07698529,-24.07698529,-24.07698529
-25.05402081,#N/A,#N/A,#N/A,-25.05402081,-25.05402081,-25.05402081,-25.05402081,-25.05402081,-25.05402081,-23.78809794,#N/A,#N/A,#N/A,-23.78809794,-23.78809794,-23.78809794,-23.78809794,-23.78809794,-23.78809794
-23.26706289,#N/A,#N/A,#N/A,-23.26706289,-23.26706289,-23.26706289,-23.26706289,-23.26706289,-23.26706289,-23.73440066,#N/A,#N/A,#N/A,-23.73440066,-23.73440066,-23.73440066,-23.73440066,-23.73440066,-23.73440066
-26.60740376,#N/A,#N/A,#N/A,-26.60740376,-26.60740376,-26.60740376,-26.60740376,-26.60740376,-26.60740376,-24.87284152,#N/A,#N/A,#N/A,-24.87284152,-24.87284152,-24.87284152,-24.87284152,-24.87284152,-24.87284152
-24.0313363,#N/A,#N/A,#N/A,-24.0313363,-24.0313363,-24.0313363,-24.0313363,-24.0313363,-24.0313363,-22.78408019,#N/A,#N/A,#N/A,-22.78408019,-22.78408019,-22.78408019,-22.78408019,-22.78408019,-22.78408019
-21.13317044,#N/A,#N/A,#N/A,-21.13317044,-21.13317044,-21.13317044,-21.13317044,-21.13317044,-21.13317044,-21.85520293,#N/A,#N/A,#N/A,-21.85520293,-21.85520293,-21.85520293,-21.85520293,-21.85520293,-21.85520293
-22.32220869,#N/A,#N/A,#N/A,-22.32220869,-22.32220869,-22.32220869,-22.32220869,-22.32220869,-22.32220869,-21.89347453,#N/A,#N/A,#N/A,-21.89347453,-21.89347453,-21.89347453,-21.89347453,-21.89347453,-21.89347453
-21.83970421,#N/A,#N/A,#N/A,-21.83970421,-21.83970421,-21.83970421,-21.83970421,-21.83970421,-21.83970421,-20.39143174,#N/A,#N/A,#N/A,-20.39143174,-20.39143174,-20.39143174,-20.39143174,-20.39143174,-20.39143174
-17.68807193,#N/A,#N/A,#N/A,-17.68807193,-17.68807193,-17.68807193,-17.68807193,-17.68807193,-17.68807193,-19.27502821,#N/A,#N/A,#N/A,-19.27502821,-19.27502821,-19.27502821,-19.27502821,-19.27502821,-19.27502821
-18.62728287,#N/A,#N/A,#N/A,-18.62728287,-18.62728287,-18.62728287,-18.62728287,-18.62728287,-18.62728287,-18.14478431,#N/A,#N/A,#N/A,-18.14478431,-18.14478431,-18.14478431,-18.14478431,-18.14478431,-18.14478431
-19.0048812,#N/A,#N/A,#N/A,-19.0048812,-19.0048812,-19.0048812,-19.0048812,-19.0048812,-19.0048812,-19.50974778,#N/A,#N/A,#N/A,-19.50974778,-19.50974778,-19.50974778,-19.50974778,-19.50974778,-19.50974778
-17.57712067,#N/A,#N/A,#N/A,-17.57712067,-17.57712067,-17.57712067,-17.57712067,-17.57712067,-17.57712067,-19.57679481,#N/A,#N/A,#N/A,-19.57679481,-19.57679481,-19.57679481,-19.57679481,-19.57679481,-19.57679481
-19.96288903,#N/A,#N/A,#N/A,-19.96288903,-19.96288903,-19.96288903,-19.96288903,-19.96288903,-19.96288903,-18.99522986,#N/A,#N/A,#N/A,-18.99522986,-18.99522986,-18.99522986,-18.99522986,-18.99522986,-18.99522986
-19.14289642,#N/A,#N/A,#N/A,-19.14289642,-19.14289642,-19.14289642,-19.14289642,-19.14289642,-19.14289642,-19.39518066,#N/A,#N/A,#N/A,-19.39518066,-19.39518066,-19.39518066,-19.39518066,-19.39518066,-19.39518066
-18.28599873,#N/A,#N/A,#N/A,-18.28599873,-18.28599873,-18.28599873,-18.28599873,-18.28599873,-18.28599873,-19.23218014,#N/A,#N/A,#N/A,-19.23218014,-19.23218014,-19.23218014,-19.23218014,-19.23218014,-19.23218014
-20.77480234,#N/A,#N/A,#N/A,-20.77480234,-20.77480234,-20.77480234,-20.77480234,-20.77480234,-20.77480234,-19.83106376,#N/A,#N/A,#N/A,-19.83106376,-19.83106376,-19.83106376,-19.83106376,-19.83106376,-19.83106376
-21.5168653,#N/A,#N/A,#N/A,-21.5168653,-21.5168653,-21.5168653,-21.5168653,-21.5168653,-21.5168653,-19.62317716,#N/A,#N/A,#N/A,-19.62317716,-19.62317716,-19.62317716,-19.62317716,-19.62317716,-19.62317716
-20.73491137,#N/A,#N/A,#N/A,-20.73491137,-20.73491137,-20.73491137,-20.73491137,-20.73491137,-20.73491137,-19.8563726,#N/A,#N/A,#N/A,-19.8563726,-19.8563726,-19.8563726,-19.8563726,-19.8563726,-19.8563726
